browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.operatingsystem,device.ismobile,device.screenresolution,promo_category,totalspageviews,account_id
1000262,551,20:31,'verizon.net',Kanshi,2020-02-25,4,73,1,1,7,Direct,linkedin.com,brave,tablet,apple,ios,0,1366x768,insurance,3,100000000321
1000062,417,1:47,'cox.net',Barra de São Francisco,2020-01-11,3,70,0,1,9,Display,google.com,brave,laptop,lenovo,windows,0,800 x 1280,deposits,4,100000000322
1000213,458,5:05,'hinet.net',Thika,2020-02-07,3,94,1,0,7,Display,linkedin.com,safari,tablet,apple,ios,0,1280x800,accounts,3,100000000323
1000195,492,0:58,'att.net',Mykolayiv,2020-01-30,5,65,1,0,7,Refferal,youtube.com,chromium,mobile,lenovo,android,1,1440 x 2560,accounts,6,100000000324
1000063,14,17:26,'comcastbusiness.net',Içara,2020-01-14,2,92,1,1,9,Affiliates,facebook.com,firefox,tablet,lenovo,android,0,1366x768,loan,9,100000000325
1000181,500,10:47,'comcastbusiness.net',Taihe,2020-01-07,3,24,0,0,7,Display,google.com,edge,mobile,apple,ios,1,1440 x 2960,deposits,9,100000000326
1000150,460,16:57,'hinet.net',Kołbiel,2020-01-17,3,63,1,1,6,Direct,facebook.com,safari,tablet,lenovo,android,0,1920x1080,loan,9,100000000327
1000252,63,15:29,'hinet.net',Entebbe,2020-02-06,5,55,1,0,9,Paid,linkedin.com,firefox,tablet,micromax,android,0,1280x800,loan,2,100000000328
1000354,533,0:36,'comcast.net',Pehčevo,2020-01-10,3,43,0,0,8,Organic,facebook.com,chrome,tablet,lenovo,android,0,1280x800,deposits,7,100000000329
1000338,478,23:01,'comcast.net',Dalam,2020-02-28,4,40,1,1,9,Paid,facebook.com,edge,tablet,apple,ios,0,1920x1080,deposits,2,100000000330
1000383,389,9:44,'comcastbusiness.net',Nardaran,2020-03-02,4,68,0,1,7,Social,facebook.com,brave,mobile,apple,ios,1,1440 x 2960,accounts,1,100000000331
1000146,312,2:04,'comcast.net',Habana del Este,2020-02-21,5,22,0,0,5,Affiliates,linkedin.com,chromium,laptop,lenovo,windows,0,1200 x 1920,loan,4,100000000332
1000296,80,3:13,'comcastbusiness.net',Hedaru,2020-01-18,4,59,0,0,8,Affiliates,youtube.com,UC browser,mobile,apple,ios,1,1080 x 1920,loan,1,100000000333
1000399,129,17:08,'att.net',Norberg,2020-02-07,5,63,1,0,6,Social,linkedin.com,brave,mobile,apple,ios,1,1440 x 2960,loan,7,100000000334
1000201,372,14:47,'cox.net',Vaughan,2020-02-02,5,57,0,1,6,Social,youtube.com,UC browser,tablet,micromax,android,0,1280x800,credit_card,8,100000000335
1000139,364,8:36,'comcast.net',Sexiong,2020-01-05,1,16,0,1,10,Refferal,facebook.com,safari,mobile,lenovo,android,1,1440 x 2560,accounts,6,100000000336
1000181,439,9:46,'cox.net',Quma,2020-02-14,4,41,1,1,7,Display,facebook.com,brave,laptop,samsung,windows,0,1200 x 1920,deposits,6,100000000337
1000069,11,14:50,'verizon.net',Leye,2020-02-12,3,85,0,1,6,Affiliates,facebook.com,chrome,mobile,micromax,android,1,1440 x 2960,insurance,6,100000000338
1000057,404,16:36,'cox.net',Gunung,2020-01-29,1,28,1,0,8,Display,facebook.com,edge,mobile,lenovo,android,1,1440 x 2960,insurance,1,100000000339
1000292,362,16:06,'verizon.net',Nevinnomyssk,2020-03-01,4,19,0,1,5,Organic,google.com,edge,mobile,apple,ios,1,1440 x 2960,credit_card,8,100000000340
1000256,492,16:45,'verizon.net',Abangay,2020-01-15,2,98,1,1,8,Refferal,google.com,safari,mobile,samsung,android,1,1080 x 1920,accounts,6,100000000341
1000381,303,17:00,'comcast.net',Chengxi,2020-01-28,5,9,1,1,10,Display,facebook.com,chromium,laptop,lenovo,windows,0,1536 x 2048,deposits,6,100000000342
1000223,125,8:11,'att.net',Rancabugel,2020-02-26,5,21,0,1,10,Paid,linkedin.com,firefox,mobile,samsung,android,1,1440 x 2960,insurance,6,100000000343
1000333,280,13:41,'comcastbusiness.net',Yebaishou,2020-02-12,3,24,1,0,7,Display,facebook.com,UC browser,laptop,samsung,ubuntu,0,1200 x 1920,credit_card,8,100000000344
1000123,387,4:15,'att.net',El Limon,2020-01-24,3,21,1,0,5,Social,youtube.com,chrome,laptop,apple,mac-os,0,800 x 1280,accounts,8,100000000345
1000222,542,17:53,'comcast.net',Čáslav,2020-01-03,1,8,0,1,10,Social,youtube.com,chromium,laptop,samsung,windows,0,1536 x 2048,loan,3,100000000346
1000125,569,5:39,'comcast.net',Noyemberyan,2020-01-31,4,8,0,1,5,Paid,linkedin.com,firefox,laptop,micromax,windows,0,1536 x 2048,insurance,1,100000000347
1000386,151,21:40,'comcast.net',Mutoko,2020-01-06,5,26,0,1,7,Display,linkedin.com,safari,tablet,micromax,android,0,1280x800,insurance,2,100000000348
1000120,426,2:32,'comcast.net',Rautalampi,2020-03-01,1,89,0,1,6,Paid,linkedin.com,UC browser,tablet,lenovo,android,0,1920x1080,insurance,9,100000000349
1000290,112,9:09,'comcastbusiness.net',Kaliningrad,2020-01-13,2,27,1,0,10,Affiliates,google.com,safari,laptop,apple,mac-os,0,800 x 1280,insurance,1,100000000350
1000338,350,12:17,'cox.net',Lýkeio,2020-02-01,5,64,1,0,10,Organic,linkedin.com,UC browser,tablet,lenovo,android,0,1920x1080,deposits,8,100000000351
1000041,148,9:29,'cox.net',Piuí,2020-01-29,1,100,0,1,10,Display,google.com,brave,laptop,micromax,ubuntu,0,1200 x 1920,credit_card,2,100000000352
1000355,454,10:50,'hinet.net',Katovice,2020-02-08,5,71,0,1,10,Paid,linkedin.com,brave,mobile,lenovo,android,1,1440 x 2560,insurance,7,100000000353
1000223,427,9:11,'hinet.net',Tanggul Wetan,2020-02-20,4,95,0,0,7,Refferal,facebook.com,chromium,laptop,micromax,ubuntu,0,800 x 1280,insurance,4,100000000354
1000173,475,13:43,'hinet.net',Wuda,2020-02-19,1,44,0,0,8,Social,youtube.com,safari,tablet,micromax,android,0,1280x800,credit_card,6,100000000355
1000135,528,2:52,'att.net',La Clotilde,2020-02-14,2,57,0,0,9,Organic,youtube.com,chrome,tablet,micromax,android,0,1366x768,deposits,6,100000000356
1000239,88,20:07,'cox.net',Mabusag,2020-02-04,2,87,1,0,10,Affiliates,youtube.com,brave,mobile,samsung,android,1,1440 x 2560,insurance,1,100000000357
1000128,450,3:01,'verizon.net',Xiaoyue,2020-01-05,5,74,0,0,8,Paid,linkedin.com,UC browser,mobile,apple,ios,1,1440 x 2960,loan,10,100000000358
1000327,289,19:28,'comcastbusiness.net',Atabayan,2020-02-22,1,86,1,1,6,Organic,linkedin.com,opera,mobile,lenovo,android,1,1440 x 2560,loan,1,100000000359
1000244,334,23:58,'comcastbusiness.net',Świnice Warckie,2020-02-23,1,19,1,0,9,Affiliates,youtube.com,chromium,laptop,samsung,windows,0,800 x 1280,loan,10,100000000360
1000082,324,4:47,'verizon.net',Dizhai,2020-01-19,4,15,0,0,5,Display,google.com,UC browser,tablet,micromax,android,0,1280x800,credit_card,10,100000000361
1000189,293,6:25,'comcast.net',Kupusina,2020-02-15,1,35,1,0,8,Display,linkedin.com,UC browser,mobile,apple,ios,1,1080 x 1920,credit_card,10,100000000362
1000277,547,3:51,'comcastbusiness.net',Camaçari,2020-01-02,2,64,1,0,5,Direct,google.com,firefox,tablet,lenovo,android,0,1280x800,deposits,9,100000000363
1000024,473,12:50,'comcast.net',Wucheng,2020-02-12,1,52,1,0,7,Affiliates,linkedin.com,chrome,laptop,apple,mac-os,0,800 x 1280,accounts,9,100000000364
1000059,503,6:24,'att.net',Minanga Norte,2020-02-13,3,40,0,1,9,Organic,google.com,edge,mobile,apple,ios,1,1080 x 1920,credit_card,8,100000000365
1000153,448,5:14,'cox.net',Kęsowo,2020-02-24,1,8,1,1,8,Paid,youtube.com,opera,mobile,apple,ios,1,1440 x 2560,insurance,4,100000000366
1000019,129,17:04,'cox.net',Whitwell,2020-02-07,4,64,0,1,9,Direct,youtube.com,chrome,tablet,samsung,android,0,1920x1080,credit_card,4,100000000367
1000157,92,18:44,'comcastbusiness.net',Tāngāil,2020-02-22,1,52,1,0,8,Organic,google.com,firefox,tablet,micromax,android,0,1280x800,accounts,9,100000000368
1000315,179,18:03,'hinet.net',Kajuru,2020-02-19,3,39,1,0,9,Organic,linkedin.com,firefox,laptop,samsung,windows,0,1200 x 1920,loan,6,100000000369
1000258,86,1:58,'cox.net',Loyola,2020-02-08,2,65,0,1,8,Refferal,facebook.com,chromium,laptop,micromax,ubuntu,0,800 x 1280,insurance,1,100000000370
1000075,572,4:56,'comcastbusiness.net',Pirapora,2020-01-01,1,71,1,0,9,Paid,youtube.com,edge,laptop,apple,mac-os,0,800 x 1280,insurance,2,100000000371
1000138,102,2:48,'comcastbusiness.net',Wysoka,2020-01-22,1,58,1,1,10,Direct,linkedin.com,brave,laptop,samsung,ubuntu,0,1200 x 1920,loan,9,100000000372
1000352,369,11:49,'verizon.net',Świeradów-Zdrój,2020-02-18,5,12,0,0,10,Display,youtube.com,opera,tablet,micromax,android,0,1280x800,insurance,2,100000000373
1000073,287,22:38,'verizon.net',Gaspar,2020-02-16,4,49,0,0,10,Refferal,youtube.com,chrome,laptop,samsung,ubuntu,0,1200 x 1920,deposits,7,100000000374
1000328,359,0:40,'verizon.net',Mougins,2020-02-24,1,34,1,0,5,Refferal,facebook.com,UC browser,mobile,micromax,android,1,1440 x 2960,accounts,7,100000000375
1000088,416,21:15,'att.net',Weishanzhuang,2020-02-10,2,19,0,1,9,Affiliates,youtube.com,firefox,laptop,apple,mac-os,0,800 x 1280,credit_card,10,100000000376
1000071,216,17:17,'cox.net',Shiziling,2020-01-10,5,88,0,0,9,Display,linkedin.com,chrome,mobile,samsung,android,1,1440 x 2960,loan,4,100000000377
1000369,172,8:55,'comcastbusiness.net',Bokong Timur,2020-01-04,2,75,1,1,10,Organic,facebook.com,chrome,laptop,micromax,ubuntu,0,1536 x 2048,insurance,9,100000000378
1000136,123,9:29,'cox.net',Bayshint,2020-02-04,1,27,0,1,9,Paid,facebook.com,chrome,laptop,samsung,ubuntu,0,800 x 1280,loan,4,100000000379
1000387,183,6:03,'verizon.net',Bulog,2020-01-13,5,64,0,1,9,Direct,linkedin.com,UC browser,tablet,samsung,android,0,1280x800,credit_card,6,100000000380
1000134,95,10:35,'comcastbusiness.net',Plomárion,2020-02-10,3,24,1,1,6,Paid,linkedin.com,brave,mobile,samsung,android,1,1080 x 1920,insurance,4,100000000381
1000310,434,3:46,'cox.net',Ntsoudjini,2020-02-03,3,71,0,1,8,Refferal,youtube.com,firefox,mobile,micromax,android,1,1440 x 2560,loan,2,100000000382
1000037,117,23:24,'comcastbusiness.net',Prigi,2020-02-07,5,27,0,1,8,Refferal,youtube.com,chrome,mobile,samsung,android,1,1080 x 1920,credit_card,8,100000000383
1000270,211,8:11,'comcast.net',Villa Altagracia,2020-01-04,4,22,1,0,9,Social,linkedin.com,chrome,laptop,lenovo,windows,0,1536 x 2048,accounts,8,100000000384
1000373,369,16:58,'verizon.net',Kouango,2020-02-22,5,100,0,0,8,Paid,facebook.com,brave,laptop,apple,mac-os,0,1536 x 2048,insurance,3,100000000385
1000147,226,1:24,'comcast.net',Sadang Kulon,2020-01-09,4,6,1,1,10,Social,facebook.com,opera,mobile,micromax,android,1,1440 x 2960,insurance,10,100000000386
1000192,293,19:48,'comcastbusiness.net',Oljoq,2020-01-21,5,38,0,1,5,Affiliates,facebook.com,brave,tablet,micromax,android,0,1366x768,credit_card,7,100000000387
1000218,337,7:14,'cox.net',‘Arad,2020-02-06,3,71,1,1,7,Refferal,google.com,brave,tablet,samsung,android,0,1366x768,loan,1,100000000388
1000357,489,8:37,'comcastbusiness.net',Karangagung Timur,2020-02-22,5,87,0,1,9,Social,facebook.com,brave,laptop,micromax,windows,0,800 x 1280,insurance,4,100000000389
1000296,568,20:11,'att.net',Sarulla,2020-01-12,4,58,1,0,8,Refferal,google.com,firefox,laptop,apple,mac-os,0,800 x 1280,credit_card,10,100000000390
1000226,208,7:48,'verizon.net',Cimaragas,2020-02-23,2,76,1,1,7,Direct,facebook.com,chromium,tablet,lenovo,android,0,1920x1080,deposits,8,100000000391
1000250,369,21:58,'hinet.net',Santo Tomas,2020-02-07,5,45,0,1,8,Direct,linkedin.com,UC browser,tablet,apple,ios,0,1366x768,accounts,9,100000000392
1000208,513,12:09,'verizon.net',Tangnanzhen,2020-01-18,3,84,0,1,6,Refferal,youtube.com,safari,mobile,micromax,android,1,1440 x 2560,credit_card,8,100000000393
1000095,10,8:37,'verizon.net',Mambulo,2020-01-22,1,34,1,1,9,Paid,google.com,UC browser,laptop,micromax,ubuntu,0,800 x 1280,loan,2,100000000394
1000186,438,17:03,'comcast.net',La Palma,2020-02-28,5,3,1,0,6,Direct,youtube.com,chrome,mobile,lenovo,android,1,1440 x 2560,accounts,10,100000000395
1000377,256,18:47,'hinet.net',Aikmel,2020-01-19,5,46,1,0,10,Social,youtube.com,brave,mobile,apple,ios,1,1080 x 1920,deposits,8,100000000396
1000224,362,19:12,'comcastbusiness.net',Sivers’k,2020-01-23,2,74,1,1,7,Paid,linkedin.com,edge,laptop,samsung,windows,0,1536 x 2048,loan,3,100000000397
1000057,340,0:51,'cox.net',Áyios Nikólaos,2020-01-26,5,20,1,0,8,Paid,facebook.com,firefox,tablet,apple,ios,0,1280x800,insurance,4,100000000398
1000217,203,3:23,'comcast.net',Lokwabe,2020-03-01,3,39,0,1,6,Paid,linkedin.com,chromium,mobile,samsung,android,1,1440 x 2960,insurance,6,100000000399
1000302,199,20:02,'verizon.net',Darunban,2020-02-19,1,62,1,0,8,Organic,linkedin.com,safari,tablet,micromax,android,0,1920x1080,accounts,7,100000000400
1000400,469,1:07,'cox.net',Calubcub Dos,2020-02-08,1,74,0,0,7,Display,linkedin.com,safari,laptop,micromax,windows,0,1200 x 1920,insurance,4,100000000401
1000256,580,8:09,'cox.net',Le Tampon,2020-01-02,4,99,0,0,8,Affiliates,youtube.com,firefox,mobile,apple,ios,1,1080 x 1920,deposits,9,100000000402
1000358,501,13:42,'att.net',Penang,2020-01-02,5,51,1,0,7,Refferal,facebook.com,safari,laptop,lenovo,ubuntu,0,1200 x 1920,loan,5,100000000403
1000210,281,1:50,'hinet.net',Guingamp,2020-02-04,2,99,1,1,10,Paid,facebook.com,chromium,laptop,lenovo,windows,0,1200 x 1920,credit_card,3,100000000404
1000091,395,3:16,'comcastbusiness.net',Xinkai,2020-02-21,5,96,0,0,8,Social,linkedin.com,opera,tablet,micromax,android,0,1920x1080,loan,8,100000000405
1000003,255,13:53,'att.net',Ibrā’,2020-02-01,4,48,0,1,7,Affiliates,google.com,chrome,tablet,micromax,android,0,1280x800,credit_card,5,100000000406
1000162,141,14:11,'verizon.net',La Viña,2020-01-09,5,47,0,1,8,Organic,google.com,firefox,tablet,apple,ios,0,1366x768,accounts,1,100000000407
1000390,570,10:55,'comcast.net',Tengqiao,2020-02-05,2,6,0,1,10,Affiliates,linkedin.com,firefox,mobile,apple,ios,1,1080 x 1920,insurance,1,100000000408
1000197,516,19:38,'hinet.net',Osveya,2020-01-13,1,18,0,0,9,Direct,google.com,brave,mobile,samsung,android,1,1440 x 2560,deposits,9,100000000409
1000150,193,19:59,'att.net',Strasbourg,2020-01-25,3,87,1,0,5,Refferal,youtube.com,edge,laptop,micromax,ubuntu,0,800 x 1280,credit_card,9,100000000410
1000036,205,23:43,'comcast.net',Fengqiao,2020-02-23,1,65,1,0,5,Organic,linkedin.com,UC browser,laptop,apple,mac-os,0,1536 x 2048,credit_card,4,100000000411
1000189,240,3:30,'hinet.net',Yelets,2020-01-17,5,24,0,1,10,Refferal,linkedin.com,firefox,mobile,apple,ios,1,1440 x 2560,loan,9,100000000412
1000329,364,20:58,'comcastbusiness.net',Göteborg,2020-02-16,4,18,1,1,9,Refferal,linkedin.com,opera,laptop,apple,mac-os,0,1536 x 2048,loan,4,100000000413
1000143,376,18:05,'comcastbusiness.net',Botshabelo,2020-02-05,4,1,0,1,10,Affiliates,youtube.com,chromium,laptop,samsung,windows,0,1536 x 2048,deposits,10,100000000414
1000201,42,23:21,'hinet.net',Nové Město pod Smrkem,2020-01-20,1,48,0,1,6,Refferal,youtube.com,firefox,laptop,apple,mac-os,0,1536 x 2048,credit_card,5,100000000415
1000030,106,0:07,'att.net',El Puerto,2020-02-13,3,85,1,1,7,Paid,linkedin.com,edge,laptop,lenovo,ubuntu,0,800 x 1280,deposits,2,100000000416
1000381,236,11:04,'att.net',Pavshino,2020-01-15,5,99,0,0,7,Affiliates,google.com,opera,laptop,lenovo,windows,0,1536 x 2048,deposits,5,100000000417
1000284,351,22:06,'verizon.net',San Diego,2020-01-02,2,57,1,0,10,Direct,youtube.com,brave,mobile,micromax,android,1,1440 x 2960,insurance,4,100000000418
1000021,168,9:39,'att.net',Cutral-Có,2020-01-03,3,41,0,1,8,Refferal,facebook.com,safari,mobile,samsung,android,1,1440 x 2960,loan,7,100000000419
1000371,142,12:01,'verizon.net',Jiangyi,2020-01-13,5,51,1,0,10,Social,youtube.com,chrome,laptop,samsung,ubuntu,0,800 x 1280,insurance,2,100000000420
1000049,124,13:36,'verizon.net',Khadan Khāk,2020-01-10,1,1,0,1,8,Direct,youtube.com,safari,mobile,micromax,android,1,1080 x 1920,deposits,9,100000000421
1000182,235,22:43,'comcast.net',Tríkeri,2020-02-07,3,100,1,0,10,Social,youtube.com,chrome,tablet,micromax,android,0,1280x800,insurance,7,100000000422
1000152,15,3:49,'comcastbusiness.net',Sundbyberg,2020-01-10,3,16,1,1,5,Direct,facebook.com,UC browser,mobile,lenovo,android,1,1440 x 2560,loan,4,100000000423
1000380,595,5:50,'comcast.net',Cililitan,2020-01-04,2,92,1,1,6,Direct,youtube.com,firefox,mobile,samsung,android,1,1080 x 1920,loan,8,100000000424
1000337,174,23:16,'cox.net',Santa Maria do Souto,2020-02-21,2,85,0,0,8,Display,youtube.com,opera,laptop,samsung,ubuntu,0,800 x 1280,accounts,4,100000000425
1000136,60,12:11,'verizon.net',Guji,2020-02-03,2,72,1,0,5,Display,linkedin.com,opera,mobile,samsung,android,1,1080 x 1920,accounts,2,100000000426
1000382,261,11:38,'att.net',Sv. Anton,2020-01-24,5,83,1,1,8,Affiliates,youtube.com,firefox,mobile,lenovo,android,1,1440 x 2960,accounts,7,100000000427
1000117,551,9:25,'verizon.net',Gangmian,2020-02-29,1,100,1,1,8,Paid,linkedin.com,opera,mobile,samsung,android,1,1440 x 2960,accounts,1,100000000428
1000097,539,17:40,'comcastbusiness.net',Houston,2020-01-18,1,95,1,0,9,Paid,youtube.com,opera,tablet,samsung,android,0,1280x800,insurance,9,100000000429
1000045,64,8:10,'att.net',Dzaoudzi,2020-02-14,2,97,0,1,7,Social,linkedin.com,UC browser,tablet,micromax,android,0,1280x800,credit_card,2,100000000430
1000042,230,19:14,'comcastbusiness.net',Gurupi,2020-02-12,4,24,0,1,9,Paid,facebook.com,chromium,laptop,apple,mac-os,0,1536 x 2048,deposits,2,100000000431
1000040,200,2:31,'hinet.net',Pinhal de Frades,2020-02-05,5,41,0,1,7,Display,google.com,brave,mobile,lenovo,android,1,1440 x 2960,insurance,5,100000000432
1000071,87,13:02,'hinet.net',Degeberga,2020-01-04,2,58,1,0,9,Paid,google.com,edge,mobile,micromax,android,1,1440 x 2960,loan,5,100000000433
1000361,357,16:05,'verizon.net',Habana del Este,2020-02-09,1,75,0,0,6,Organic,facebook.com,brave,tablet,apple,ios,0,1280x800,insurance,2,100000000434
1000348,53,10:27,'hinet.net',Ciketak,2020-01-20,5,18,1,1,8,Paid,facebook.com,firefox,tablet,apple,ios,0,1280x800,accounts,9,100000000435
1000089,173,22:55,'hinet.net',Norrtälje,2020-01-29,4,96,1,1,6,Direct,facebook.com,opera,laptop,lenovo,windows,0,1200 x 1920,insurance,9,100000000436
1000117,579,11:11,'comcastbusiness.net',Jiangguanchi,2020-02-10,4,87,1,0,5,Organic,youtube.com,chrome,laptop,samsung,ubuntu,0,1536 x 2048,insurance,3,100000000437
1000270,319,16:29,'comcastbusiness.net',Blagoevgrad,2020-01-12,3,8,0,1,6,Affiliates,linkedin.com,edge,mobile,micromax,android,1,1440 x 2960,insurance,1,100000000438
1000388,82,3:47,'verizon.net',Paraty,2020-01-22,2,19,0,0,7,Direct,linkedin.com,chromium,laptop,apple,mac-os,0,800 x 1280,credit_card,6,100000000439
1000253,543,9:18,'comcastbusiness.net',Taiba,2020-02-11,2,84,1,0,7,Organic,facebook.com,safari,tablet,lenovo,android,0,1280x800,insurance,4,100000000440
1000227,293,13:13,'att.net',Iberia,2020-02-28,3,66,0,0,7,Affiliates,google.com,chromium,mobile,samsung,android,1,1440 x 2960,credit_card,9,100000000441
1000386,330,21:12,'verizon.net',Leuweheq,2020-01-22,1,91,1,0,6,Affiliates,youtube.com,UC browser,mobile,lenovo,android,1,1440 x 2960,accounts,4,100000000442
1000064,151,22:01,'comcast.net',Duba-Yurt,2020-01-18,4,54,1,0,9,Organic,google.com,chrome,laptop,lenovo,windows,0,800 x 1280,loan,9,100000000443
1000321,91,23:37,'verizon.net',Wonoharjo,2020-02-24,2,59,1,1,9,Direct,linkedin.com,edge,mobile,apple,ios,1,1440 x 2960,insurance,5,100000000444
1000245,564,20:11,'cox.net',Shizong,2020-01-03,4,68,0,0,8,Organic,google.com,safari,tablet,micromax,android,0,1366x768,accounts,5,100000000445
1000008,399,21:45,'cox.net',Novomichurinsk,2020-01-11,4,44,1,1,6,Affiliates,linkedin.com,firefox,mobile,micromax,android,1,1080 x 1920,accounts,7,100000000446
1000015,197,3:51,'verizon.net',Sanchang,2020-02-19,1,7,0,0,9,Refferal,google.com,chrome,tablet,lenovo,android,0,1920x1080,deposits,8,100000000447
1000204,387,7:24,'comcast.net',Beverwijk,2020-01-03,5,12,1,0,6,Refferal,facebook.com,safari,laptop,micromax,windows,0,1536 x 2048,deposits,8,100000000448
1000093,35,1:10,'verizon.net',Boskovice,2020-02-06,5,57,1,1,10,Paid,google.com,opera,mobile,micromax,android,1,1080 x 1920,insurance,3,100000000449
1000345,164,10:58,'hinet.net',Huangwan,2020-01-06,2,9,1,1,9,Paid,linkedin.com,chrome,laptop,apple,mac-os,0,800 x 1280,credit_card,5,100000000450
1000081,411,11:21,'att.net',Houston,2020-01-09,2,51,1,0,6,Paid,facebook.com,chromium,mobile,lenovo,android,1,1080 x 1920,credit_card,1,100000000451
1000328,255,2:00,'cox.net',Gradizhsk,2020-02-18,3,75,0,1,7,Paid,google.com,opera,mobile,samsung,android,1,1440 x 2560,deposits,2,100000000452
1000152,215,2:20,'comcastbusiness.net',Bangkal,2020-02-17,3,6,0,0,8,Social,google.com,opera,laptop,lenovo,windows,0,1536 x 2048,loan,5,100000000453
1000371,205,0:33,'comcast.net',Korogan Timur,2020-01-27,1,92,1,1,7,Social,google.com,brave,laptop,apple,mac-os,0,1536 x 2048,accounts,10,100000000454
1000288,534,2:24,'hinet.net',Stockholm,2020-02-12,5,46,1,0,7,Refferal,youtube.com,chromium,laptop,samsung,windows,0,800 x 1280,accounts,8,100000000455
1000285,238,9:46,'comcastbusiness.net',Chennevières-sur-Marne,2020-01-04,4,83,1,1,9,Paid,youtube.com,opera,laptop,apple,mac-os,0,1536 x 2048,loan,4,100000000456
1000090,458,21:17,'att.net',Överkalix,2020-03-01,5,70,1,0,7,Refferal,facebook.com,safari,tablet,lenovo,android,0,1920x1080,credit_card,7,100000000457
1000348,32,7:50,'hinet.net',Gantang,2020-01-21,4,82,0,0,7,Paid,youtube.com,opera,mobile,apple,ios,1,1440 x 2960,credit_card,7,100000000458
1000122,59,9:22,'cox.net',Sumberpitu,2020-02-07,3,78,1,0,9,Social,facebook.com,chromium,laptop,micromax,windows,0,1200 x 1920,insurance,8,100000000459
1000396,484,20:37,'verizon.net',Mabu,2020-02-07,1,96,0,1,5,Organic,youtube.com,UC browser,mobile,micromax,android,1,1440 x 2960,accounts,6,100000000460
1000196,52,12:47,'att.net',Hwado,2020-02-19,4,5,1,0,10,Affiliates,google.com,edge,mobile,lenovo,android,1,1080 x 1920,loan,8,100000000461
1000265,80,20:02,'hinet.net',Hangbu,2020-02-04,5,50,1,1,7,Paid,linkedin.com,chromium,laptop,lenovo,windows,0,800 x 1280,loan,5,100000000462
1000301,175,8:58,'att.net',Xinwan,2020-02-26,3,52,1,1,8,Affiliates,google.com,chromium,mobile,micromax,android,1,1440 x 2960,deposits,7,100000000463
1000177,196,12:49,'verizon.net',Centar Župa,2020-01-25,4,99,1,1,7,Paid,linkedin.com,firefox,laptop,samsung,ubuntu,0,1200 x 1920,accounts,8,100000000464
1000229,314,3:19,'comcast.net',Timbuktu,2020-01-15,5,88,1,1,5,Paid,facebook.com,safari,laptop,lenovo,ubuntu,0,1200 x 1920,insurance,9,100000000465
1000064,550,0:07,'comcastbusiness.net',Chengkan,2020-01-08,3,97,0,0,7,Paid,facebook.com,edge,mobile,samsung,android,1,1080 x 1920,accounts,2,100000000466
1000199,63,9:53,'hinet.net',San Antonio Huista,2020-02-05,2,58,1,1,10,Organic,google.com,firefox,mobile,apple,ios,1,1080 x 1920,credit_card,7,100000000467
1000077,99,9:21,'hinet.net',Ukhta,2020-01-08,2,77,1,1,6,Refferal,facebook.com,chromium,laptop,lenovo,windows,0,800 x 1280,insurance,7,100000000468
1000170,543,20:52,'comcastbusiness.net',Södertälje,2020-01-13,1,62,1,0,9,Social,facebook.com,UC browser,mobile,micromax,android,1,1080 x 1920,insurance,8,100000000469
1000318,104,23:30,'comcastbusiness.net',Basen,2020-03-01,1,4,1,1,6,Direct,google.com,UC browser,laptop,micromax,ubuntu,0,800 x 1280,insurance,9,100000000470
1000039,203,18:51,'cox.net',Lembang,2020-03-02,3,98,1,0,5,Organic,facebook.com,edge,tablet,micromax,android,0,1280x800,loan,8,100000000471
1000389,368,5:56,'att.net',Vostochnoe Degunino,2020-02-08,1,60,1,0,7,Affiliates,google.com,edge,laptop,apple,mac-os,0,800 x 1280,accounts,2,100000000472
1000207,516,1:51,'comcast.net',Fuchun,2020-01-16,5,88,0,1,5,Direct,facebook.com,UC browser,mobile,micromax,android,1,1440 x 2960,loan,9,100000000473
1000213,160,5:23,'comcast.net',Vlorë,2020-02-08,3,59,0,1,9,Refferal,youtube.com,chromium,mobile,micromax,android,1,1440 x 2960,accounts,2,100000000474
1000037,430,21:44,'comcast.net',Zhigulevsk,2020-02-22,1,57,0,0,6,Organic,youtube.com,safari,laptop,apple,mac-os,0,1536 x 2048,accounts,3,100000000475
1000109,42,3:52,'att.net',Paris 17,2020-01-23,4,84,1,1,9,Affiliates,facebook.com,edge,mobile,micromax,android,1,1440 x 2960,credit_card,4,100000000476
1000328,384,6:27,'verizon.net',Camatagua,2020-03-02,4,26,0,1,5,Direct,google.com,UC browser,mobile,apple,ios,1,1440 x 2960,accounts,9,100000000477
1000020,412,19:12,'cox.net',Malim,2020-01-14,2,49,0,1,10,Organic,google.com,chromium,laptop,apple,mac-os,0,1200 x 1920,loan,3,100000000478
1000182,553,8:37,'verizon.net',Jinshanzui,2020-01-19,1,26,1,1,7,Organic,facebook.com,brave,mobile,apple,ios,1,1440 x 2960,credit_card,3,100000000479
1000007,469,23:09,'comcast.net',Huilong,2020-01-28,2,1,1,1,7,Refferal,facebook.com,firefox,tablet,lenovo,android,0,1920x1080,insurance,7,100000000480
